03/07/2017 09:10:03	
ID	posit.	U	temp.	couple
31	3.38	11.5	27.0	-0.0
32	4.0	11.4	26.0	-0.0
33	-2.36	11.3	27.0	0.0
34	0.66	11.4	26.0	-0.0
35	0.92	11.6	26.0	-0.0
36	-10.7	11.4	29.0	0.0
37	-18.09	11.8	33.0	-9.4
41	0.42	11.4	27.0	0.0
42	1.25	11.4	26.0	-0.0
43	-14.64	11.2	26.0	-0.0
44	1.27	11.3	26.0	0.0
51	4.2	11.5	26.0	-0.0
52	-4.42	11.2	27.0	-0.0
53	1.01	11.3	27.0	-0.0
54	2.68	11.4	27.0	-0.0
11	-3.56	11.6	26.0	0.0
12	-17.63	11.8	26.0	-0.0
13	4.81	11.6	26.0	0.0
14	17.63	11.7	26.0	0.0
15	-15.43	11.8	27.0	0.0
21	7.96	11.7	27.0	0.0
22	20.0	11.7	30.0	-0.0
23	-3.74	11.7	26.0	-0.0
24	19.82	11.6	26.0	-0.0
25	2.07	11.3	27.0	-0.0
45	26.54	7.4	25.0	-0.0
46	-11.0	7.4	25.0	0.0
55	23.31	7.4	24.0	0.0
56	2.79	7.4	25.0	0.0
03/07/2017 09:11:04	
ID	posit.	U	temp.	couple
31	3.38	11.5	29.0	-0.0
32	4.0	11.4	28.0	-0.0
33	-2.36	11.3	28.0	0.0
34	0.66	11.4	27.0	-0.0
35	0.84	11.5	27.0	-0.0
36	-10.7	11.4	31.0	0.0
37	-18.09	11.8	34.0	-9.4
41	0.42	11.4	29.0	0.0
42	1.25	11.4	28.0	-0.0
43	-14.64	11.2	28.0	-0.0
44	1.27	11.3	28.0	0.0
51	4.2	11.5	27.0	-0.0
52	-4.42	11.2	28.0	-0.0
53	1.01	11.3	28.0	-0.0
54	2.68	11.4	29.0	-0.0
11	-3.56	11.6	28.0	0.0
12	-17.63	11.8	27.0	-0.0
13	4.73	11.6	27.0	0.0
14	17.63	11.7	27.0	0.0
15	-15.43	11.8	29.0	0.0
21	7.96	11.7	29.0	0.0
22	20.09	11.7	32.0	-0.0
23	-3.74	11.7	27.0	-0.0
24	19.74	11.6	28.0	-0.0
25	2.07	11.3	29.0	-0.0
45	26.25	7.4	25.0	-0.0
46	-11.0	7.4	25.0	0.0
55	23.31	7.4	24.0	0.0
56	2.79	7.4	25.0	0.8
03/07/2017 09:12:04	
ID	posit.	U	temp.	couple
31	3.38	11.5	30.0	-0.0
32	4.0	11.4	29.0	-0.0
33	-2.45	11.3	29.0	0.0
34	0.57	11.4	29.0	-0.0
35	0.84	11.5	28.0	-0.0
36	-10.7	11.4	32.0	0.0
37	-17.51	11.8	35.0	-6.3
41	0.42	11.4	29.0	0.0
42	1.25	11.4	30.0	-0.0
43	-14.64	11.2	29.0	-0.0
44	1.19	11.3	29.0	0.0
51	4.11	11.5	29.0	-0.0
52	-4.42	11.2	29.0	-0.0
53	1.01	11.3	29.0	-0.0
54	2.68	11.4	29.0	-0.0
11	-3.56	11.6	29.0	0.0
12	-17.71	11.8	28.0	-0.0
13	4.81	11.6	28.0	0.0
14	17.63	11.7	28.0	0.0
15	-15.43	11.8	30.0	0.0
21	7.96	11.7	30.0	0.0
22	20.0	11.7	34.0	-0.0
23	-3.74	11.7	28.0	-0.0
24	19.74	11.6	29.0	-0.0
25	2.07	11.3	30.0	-0.0
45	26.25	7.4	25.0	-0.0
46	-11.0	7.4	25.0	0.0
55	23.31	7.4	24.0	0.0
56	2.79	7.4	26.0	0.0
03/07/2017 09:13:04	
ID	posit.	U	temp.	couple
31	3.38	11.5	31.0	-0.0
32	4.0	11.4	29.0	-0.0
33	-2.36	11.3	30.0	0.0
34	0.57	11.4	29.0	-0.0
35	0.84	11.5	29.0	-0.0
36	-10.7	11.4	32.0	0.0
37	-17.51	11.8	35.0	-6.3
41	0.42	11.4	30.0	0.0
42	1.16	11.4	29.0	-0.0
43	-14.64	11.2	29.0	-0.0
44	1.19	11.3	29.0	0.0
51	4.2	11.5	29.0	-0.0
52	-4.42	11.2	30.0	-0.0
53	1.01	11.3	30.0	-0.0
54	2.68	11.4	30.0	-0.0
11	-3.56	11.6	29.0	0.0
12	-17.63	11.8	29.0	-0.0
13	4.81	11.6	29.0	0.0
14	17.63	11.7	29.0	0.0
15	-15.43	11.8	31.0	0.0
21	7.96	11.7	31.0	0.0
22	20.0	11.8	35.0	-0.0
23	-3.82	11.7	29.0	-0.0
24	19.74	11.6	29.0	-0.0
25	2.07	11.3	30.0	-0.0
45	26.25	7.4	26.0	-0.0
46	-11.0	7.4	26.0	0.0
55	23.31	7.4	25.0	0.0
56	2.79	7.4	26.0	0.0
03/07/2017 09:14:04	
ID	posit.	U	temp.	couple
31	3.38	11.5	31.0	-0.0
32	4.0	11.4	30.0	-0.0
33	-2.36	11.3	30.0	0.0
34	0.57	11.4	30.0	-0.0
35	0.84	11.6	30.0	-0.0
36	-10.7	11.4	32.0	0.0
37	-18.09	11.8	36.0	-6.3
41	0.42	11.4	31.0	0.0
42	1.25	11.4	30.0	-0.0
43	-14.64	11.2	30.0	-0.0
44	1.27	11.3	30.0	0.0
51	4.2	11.5	30.0	-0.0
52	-4.42	11.2	30.0	-0.0
53	1.01	11.3	31.0	-0.0
54	2.68	11.4	31.0	-0.0
11	-3.56	11.6	30.0	0.0
12	-17.71	11.8	29.0	-0.0
13	4.81	11.6	29.0	0.0
14	17.63	11.7	29.0	0.0
15	-15.43	11.8	32.0	0.0
21	7.96	11.7	32.0	0.0
22	20.0	11.8	36.0	-0.0
23	-3.74	11.7	29.0	-0.0
24	19.74	11.6	30.0	-0.0
25	2.07	11.3	31.0	-0.0
45	26.25	7.4	26.0	-0.0
46	-11.0	7.4	26.0	0.0
55	23.31	7.4	25.0	0.0
56	2.79	7.4	26.0	0.8
03/07/2017 12:10:01	
ID	posit.	U	temp.	couple
31	3.38	11.5	28.0	-0.0
32	4.0	11.4	27.0	-0.0
33	-8.08	11.3	27.0	0.0
34	-0.31	11.4	26.0	-0.0
35	0.4	11.5	26.0	-0.0
36	-10.7	11.4	30.0	0.0
37	-18.09	11.8	30.0	-0.0
41	0.95	11.4	27.0	0.0
42	2.22	11.4	26.0	-0.0
43	-9.98	11.2	26.0	-0.0
44	1.27	11.3	26.0	0.0
51	0.07	11.6	26.0	-0.0
52	-6.44	11.2	27.0	-0.0
53	2.86	11.3	27.0	-0.0
54	-0.22	11.4	27.0	-0.0
11	-3.21	11.6	26.0	0.0
12	-17.8	11.8	26.0	-0.0
13	4.81	11.6	26.0	0.0
14	17.63	11.7	26.0	0.0
15	-16.04	11.8	26.0	0.0
21	8.48	11.7	27.0	0.0
22	20.09	11.7	29.0	-0.0
23	-3.82	11.7	26.0	-0.0
24	19.21	11.6	26.0	-0.0
25	1.89	11.3	26.0	-0.0
45	26.54	7.4	25.0	-0.0
46	-11.0	7.4	25.0	0.0
55	6.6	7.4	24.0	0.0
56	2.79	7.4	25.0	0.8
03/07/2017 12:11:01	
ID	posit.	U	temp.	couple
31	3.3	11.5	29.0	-0.0
32	4.0	11.4	28.0	-0.0
33	-8.16	11.3	29.0	0.0
34	-0.31	11.4	28.0	-0.0
35	0.48	11.5	28.0	-0.0
36	-10.7	11.4	31.0	0.0
37	-18.09	11.8	31.0	-0.8
41	0.95	11.4	29.0	0.0
42	2.22	11.4	28.0	-0.0
43	-10.07	11.2	28.0	-0.0
44	1.19	11.3	28.0	0.0
51	-0.02	11.6	28.0	-0.0
52	-6.44	11.2	28.0	-0.0
53	2.86	11.3	27.0	-0.0
54	-0.22	11.4	29.0	-0.0
11	-3.21	11.6	28.0	0.0
12	-17.8	11.8	27.0	-0.0
13	4.81	11.6	27.0	0.0
14	17.63	11.7	27.0	0.0
15	-16.04	11.8	28.0	0.0
21	8.57	11.7	29.0	0.0
22	20.0	11.7	32.0	-0.0
23	-3.82	11.7	27.0	-0.0
24	19.21	11.6	28.0	-0.0
25	1.89	11.3	28.0	-0.0
45	26.25	7.4	26.0	0.8
46	-11.0	7.4	25.0	0.0
55	6.6	7.4	25.0	0.0
56	2.79	7.4	26.0	0.0
03/07/2017 12:12:01	
ID	posit.	U	temp.	couple
31	3.3	11.5	30.0	-0.0
32	4.0	11.4	29.0	-0.0
33	-8.16	11.3	30.0	0.0
34	-0.31	11.4	29.0	-0.0
35	0.4	11.5	29.0	-0.0
36	-10.7	11.4	32.0	0.0
37	-18.09	11.8	32.0	-0.0
41	0.95	11.4	30.0	0.0
42	2.22	11.4	29.0	-0.0
43	-9.98	11.2	29.0	-0.0
44	1.27	11.3	29.0	0.0
51	0.07	11.6	29.0	-0.0
52	-6.44	11.2	29.0	-0.0
53	2.86	11.3	29.0	-0.0
54	-0.22	11.4	30.0	-0.0
11	-3.12	11.6	29.0	0.0
12	-17.8	11.8	29.0	-0.0
13	4.81	11.6	28.0	0.0
14	17.63	11.7	28.0	0.0
15	-16.04	11.8	30.0	0.0
21	8.57	11.7	30.0	0.0
22	20.0	11.8	34.0	-0.0
23	-3.82	11.7	28.0	-0.0
24	19.21	11.6	29.0	-0.0
25	1.89	11.3	29.0	-0.0
45	26.25	7.4	26.0	0.8
46	-11.0	7.4	26.0	0.0
55	6.6	7.4	25.0	0.0
56	2.79	7.4	26.0	-0.8
03/07/2017 12:13:01	
ID	posit.	U	temp.	couple
31	3.3	11.5	32.0	-0.0
32	4.0	11.4	30.0	-0.0
33	-8.16	11.3	31.0	0.0
34	-0.31	11.4	30.0	-0.0
35	0.48	11.5	30.0	-0.0
36	-10.7	11.4	33.0	0.0
37	-17.51	11.8	32.0	-0.0
41	0.95	11.4	31.0	0.0
42	2.22	11.4	30.0	-0.0
43	-9.98	11.2	30.0	-0.0
44	1.19	11.3	30.0	0.0
51	-0.02	11.6	30.0	-0.0
52	-6.44	11.2	30.0	-0.0
53	2.86	11.3	30.0	-0.0
54	-0.22	11.4	31.0	-0.0
11	-3.12	11.6	30.0	0.0
12	-17.8	11.8	29.0	-0.0
13	4.81	11.6	29.0	0.0
14	17.63	11.7	29.0	0.0
15	-16.04	11.8	31.0	0.0
21	8.57	11.7	31.0	0.0
22	20.09	11.8	35.0	-0.0
23	-3.82	11.7	29.0	-0.0
24	19.21	11.6	29.0	-0.0
25	1.98	11.3	30.0	-0.0
45	26.25	7.4	26.0	-0.0
46	-11.0	7.4	26.0	0.0
55	6.6	7.4	25.0	0.0
56	2.79	7.4	26.0	0.0
03/07/2017 12:14:02	
ID	posit.	U	temp.	couple
31	3.3	11.5	32.0	-0.0
32	4.0	11.4	31.0	-0.0
33	-8.16	11.3	31.0	0.0
34	-0.31	11.4	31.0	-0.0
35	0.48	11.5	31.0	-0.0
36	-10.7	11.4	33.0	0.0
37	-17.51	11.8	33.0	-0.0
41	0.95	11.4	32.0	0.0
42	2.22	11.4	30.0	-0.0
43	-9.98	11.2	31.0	-0.0
44	1.19	11.3	30.0	0.0
51	-0.02	11.5	30.0	-0.0
52	-6.44	11.2	30.0	-0.0
53	2.86	11.3	31.0	-0.0
54	-0.22	11.4	31.0	-0.0
11	-3.12	11.6	31.0	0.0
12	-17.8	11.8	30.0	-0.0
13	4.81	11.6	29.0	0.0
14	17.63	11.7	29.0	0.0
15	-16.04	11.8	32.0	0.0
21	8.57	11.7	32.0	0.0
22	20.09	11.8	36.0	-0.0
23	-3.82	11.7	30.0	-0.0
24	19.21	11.6	30.0	-0.0
25	1.89	11.3	31.0	-0.0
45	26.25	7.4	26.0	-0.0
46	-11.0	7.4	26.0	0.0
55	6.6	7.4	26.0	0.0
56	2.49	7.4	26.0	0.8
03/07/2017 12:15:02	
ID	posit.	U	temp.	couple
31	3.3	11.5	33.0	-0.0
32	4.0	11.4	31.0	-0.0
33	-8.16	11.3	32.0	0.0
34	-0.31	11.4	32.0	-0.0
35	0.48	11.5	32.0	-0.0
36	-10.7	11.4	34.0	0.0
37	-17.51	11.8	33.0	-0.0
41	0.95	11.4	32.0	0.0
42	2.22	11.4	31.0	-0.0
43	-9.98	11.2	31.0	-0.0
44	1.19	11.3	31.0	0.0
51	-0.02	11.5	31.0	-0.0
52	-6.44	11.2	31.0	-0.0
53	2.86	11.3	32.0	-0.0
54	-0.22	11.4	32.0	-0.0
11	-3.12	11.6	31.0	0.0
12	-17.8	11.8	31.0	-0.0
13	4.81	11.6	30.0	0.0
14	17.63	11.7	30.0	0.0
15	-16.04	11.8	33.0	0.0
21	8.57	11.7	32.0	0.0
22	20.0	11.8	37.0	-0.0
23	-3.74	11.7	30.0	-0.0
24	19.21	11.6	31.0	-0.0
25	1.98	11.3	32.0	-0.0
45	26.25	7.4	26.0	-0.0
46	-11.0	7.4	26.0	0.0
55	6.6	7.4	26.0	0.0
56	2.79	7.4	27.0	0.0
03/07/2017 12:16:02	
ID	posit.	U	temp.	couple
31	3.3	11.5	33.0	-0.0
32	4.0	11.4	32.0	-0.0
33	-8.16	11.3	32.0	0.0
34	-0.22	11.4	32.0	-0.0
35	0.48	11.5	32.0	-0.0
36	-10.7	11.4	34.0	0.0
37	-17.51	11.8	34.0	-0.0
41	0.95	11.4	32.0	0.0
42	2.22	11.4	31.0	-0.0
43	-10.07	11.2	32.0	-0.0
44	1.27	11.3	32.0	0.0
51	-0.02	11.6	31.0	-0.0
52	-6.44	11.2	32.0	-0.0
53	2.86	11.3	32.0	-0.0
54	-0.31	11.4	32.0	-0.0
11	-3.12	11.6	32.0	0.0
12	-17.8	11.8	31.0	-0.0
13	4.73	11.6	30.0	0.0
14	17.63	11.7	30.0	0.0
15	-16.04	11.8	34.0	0.0
21	8.57	11.7	33.0	0.0
22	20.09	11.8	38.0	-0.0
23	-3.74	11.7	31.0	-0.0
24	19.21	11.6	31.0	-0.0
25	1.98	11.3	32.0	-0.0
45	26.25	7.4	26.0	-0.0
46	-11.0	7.4	26.0	0.0
55	6.6	7.4	26.0	0.0
56	2.79	7.4	27.0	0.0
